"j_link_cnbv","i_benchmark_morningstar","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","k_link_morningstar","b_clas_cnbv","c_familia"
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W5D9&SecurityToken=F00000W5D9%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIUSDBF7.MX","+CIUSD BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIUSDBF-7.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W5D9","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W5DA&SecurityToken=F00000W5DA%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIUSDBM3.MX","+CIUSD BM-3","https://es-us.finanzas.yahoo.com/q/hp?s=CIUSDBM-3.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W5DA","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PC9T&SecurityToken=F00000PC9T%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE1.MX","+CIVRDE BE-1","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE-1.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PC9T","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PC9U&SecurityToken=F00000PC9U%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE3.MX","+CIVRDE BE-3","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE-3.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PC9U","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000S7NC&SecurityToken=F00000S7NC%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE5.MX","+CIVRDE BE-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE-5.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000S7NC","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000048Z&SecurityToken=F00000048Z%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF3.MX","+CIVRDE BF-3","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF-3.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000048Z","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PAAZ&SecurityToken=F00000PAAZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF5.MX","+CIVRDE BF-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF-5.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PAAZ","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000P25R&SecurityToken=F00000P25R%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF7.MX","+CIVRDE BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF-7.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000P25R","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000OW29&SecurityToken=F00000OW29%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBM1.MX","+CIVRDE BM-1","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBM-1.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000OW29","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTA&SecurityToken=F00000LLTA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF1.MX","+MVJER BF-1","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-1.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTA","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTB&SecurityToken=F00000LLTB%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF14.MX","+MVJER BF-14","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-14.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTB","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTC&SecurityToken=F00000LLTC%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF28.MX","+MVJER BF-28","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-28.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTC","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTD&SecurityToken=F00000LLTD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF7.MX","+MVJER BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-7.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTD","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MZ&SecurityToken=F0000005MZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF1.MX","+TASA F1","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MZ","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005N2&SecurityToken=F0000005N2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF2.MX","+TASA F2","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005N2","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W41&SecurityToken=F000001W41%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF3.MX","+TASA F3","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W41","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W42&SecurityToken=F000001W42%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF4.MX","+TASA F4","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W42","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T81&SecurityToken=F000002T81%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF5.MX","+TASA F5","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T81","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MU&SecurityToken=F0000005MU%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAM1.MX","+TASA M1","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MU","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MF&SecurityToken=F0000005MF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAM2.MX","+TASA M2","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MF","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W43&SecurityToken=F000001W43%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAM3.MX","+TASA M3","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W43","Deuda PF - Espec. en papel gubernamental",""
