"j_link_cnbv","i_benchmark_morningstar","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","k_link_morningstar","b_clas_cnbv","c_familia"
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PAAZ&SecurityToken=F00000PAAZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF5.MX","+CIVRDE BF-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF-5.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PAAZ","Común - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PAAZ&SecurityToken=F00000PAAZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF5.MX","+CIVRDE BF-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF-5.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PAAZ","Común - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000P25R&SecurityToken=F00000P25R%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF7.MX","+CIVRDE BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF-7.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000P25R","Común - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000P25R&SecurityToken=F00000P25R%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF7.MX","+CIVRDE BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF-7.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000P25R","Común - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000OW29&SecurityToken=F00000OW29%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBM1.MX","+CIVRDE BM-1","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBM-1.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000OW29","Común - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000OW29&SecurityToken=F00000OW29%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBM1.MX","+CIVRDE BM-1","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBM-1.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000OW29","Común - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTA&SecurityToken=F00000LLTA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF1.MX","+MVJER BF-1","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-1.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTA","Dueda PF - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTA&SecurityToken=F00000LLTA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF1.MX","+MVJER BF-1","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-1.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTA","Dueda PF - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTB&SecurityToken=F00000LLTB%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF14.MX","+MVJER BF-14","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-14.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTB","Dueda PF - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTB&SecurityToken=F00000LLTB%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF14.MX","+MVJER BF-14","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-14.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTB","Dueda PF - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTC&SecurityToken=F00000LLTC%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF28.MX","+MVJER BF-28","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-28.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTC","Dueda PF - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTC&SecurityToken=F00000LLTC%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF28.MX","+MVJER BF-28","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-28.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTC","Dueda PF - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTD&SecurityToken=F00000LLTD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF7.MX","+MVJER BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-7.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTD","Dueda PF - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTD&SecurityToken=F00000LLTD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF7.MX","+MVJER BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-7.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTD","Dueda PF - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MZ&SecurityToken=F0000005MZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF1.MX","+TASA F1",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MZ","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MZ&SecurityToken=F0000005MZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF1.MX","+TASA F1",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MZ","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005N2&SecurityToken=F0000005N2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF2.MX","+TASA F2",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005N2","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005N2&SecurityToken=F0000005N2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF2.MX","+TASA F2",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005N2","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W41&SecurityToken=F000001W41%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF3.MX","+TASA F3",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W41","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W41&SecurityToken=F000001W41%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF3.MX","+TASA F3",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W41","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W42&SecurityToken=F000001W42%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF4.MX","+TASA F4",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W42","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W42&SecurityToken=F000001W42%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF4.MX","+TASA F4",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W42","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T81&SecurityToken=F000002T81%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF5.MX","+TASA F5",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T81","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T81&SecurityToken=F000002T81%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAF5.MX","+TASA F5",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T81","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MU&SecurityToken=F0000005MU%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAM1.MX","+TASA M1",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MU","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MU&SecurityToken=F0000005MU%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAM1.MX","+TASA M1",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MU","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MF&SecurityToken=F0000005MF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAM2.MX","+TASA M2",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MF","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MF&SecurityToken=F0000005MF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAM2.MX","+TASA M2",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MF","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W43&SecurityToken=F000001W43%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAM3.MX","+TASA M3",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W43","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W43&SecurityToken=F000001W43%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAM3.MX","+TASA M3",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W43","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T82&SecurityToken=F000002T82%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAM4.MX","+TASA M4",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T82","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W44&SecurityToken=F000001W44%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAME1.MX","+TASA ME1",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W44","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001ZG3&SecurityToken=F000001ZG3%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAME2.MX","+TASA ME2",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001ZG3","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T83&SecurityToken=F000002T83%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAME3.MX","+TASA ME3",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T83","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T84&SecurityToken=F000002T84%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAME4.MX","+TASA ME4",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T84","Deuda PF - Espec. en papel gubernamental",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VPQY&SecurityToken=F00000VPQY%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1A.MX","+TASAA1 A",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VPQY","Común - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MS&SecurityToken=F00000Q6MS%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1F1.MX","+TASAA1 F1",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MS","Común - Agresivo",
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MT&SecurityToken=F00000Q6MT%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN",,"https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1F2.MX","+TASAA1 F2",,"http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MT","Común - Agresivo",
