"h_benchmark_fondos","j_link_cnbv","i_benchmark_morningstar","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","d_adquiriente","e_cat_cnbv","k_link_morningstar","g_fecha_inicio","f_cat_fondos","c_familia","b_clas_cnbv"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTA&SecurityToken=F00000LLTA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF1.MX","+MVJER BF-1","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-1.MX","Personas físicas","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTA","26/11/2010","Deuda","","Dueda PF - Agresivo"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTD&SecurityToken=F00000LLTD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF7.MX","+MVJER BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-7.MX","Personas físicas","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTD","26/11/2010","Deuda","","Dueda PF - Agresivo"
"BMV IPC Sustentable TR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PC9U&SecurityToken=F00000PC9U%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE3.MX","+CIVRDE BE-3","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE-3.MX","No contribuyentes","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PC9U","31/12/2012","Renta Variable","","Común - Agresivo"
"BMV IPC Sustentable TR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000OW29&SecurityToken=F00000OW29%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBM1.MX","+CIVRDE BM-1","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBM-1.MX","Personas morales","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000OW29","02/10/2012","Renta Variable","","Común - Agresivo"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000NRBT&SecurityToken=F00000NRBT%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM0.MX","+CIGUB BM-0","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM-0.MX","Fondo de fondos","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000NRBT","15/02/2012","-","","Deuda PM - Espec. en papel gubernamental"
"BMV IPC Sustentable TR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000P25R&SecurityToken=F00000P25R%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF7.MX","+CIVRDE BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBF-7.MX","Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000P25R","03/10/2012","Renta Variable","","Común - Agresivo"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W43&SecurityToken=F000001W43%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAM3.MX","+TASA M3","https://es-us.finanzas.yahoo.com/q/hp?s=TASAM3.MX","Personas morales","Mercado de Dinero MXN","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W43","14/02/2008","Deuda","","Deuda PF - Espec. en papel gubernamental"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W42&SecurityToken=F000001W42%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF4.MX","+TASA F4","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF4.MX","Personas físicas","Mercado de Dinero MXN","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W42","14/02/2008","Deuda","","Deuda PF - Espec. en papel gubernamental"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LLTC&SecurityToken=F00000LLTC%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF28.MX","+MVJER BF-28","https://es-us.finanzas.yahoo.com/q/hp?s=MVJERBF-28.MX","Personas físicas","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LLTC","26/11/2010","Deuda","","Dueda PF - Agresivo"
"FTSE-PiP Cetes 364d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000QL7C&SecurityToken=F00000QL7C%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF5.MX","+CIPLUS BF-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF-5.MX","Personas físicas","Deuda Mediano Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000QL7C","11/10/2013","Deuda","","Dueda PF - Agresivo"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MZ&SecurityToken=F0000005MZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF1.MX","+TASA F1","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF1.MX","Personas físicas","Mercado de Dinero MXN","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MZ","20/07/2005","Deuda","","Deuda PF - Espec. en papel gubernamental"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005N2&SecurityToken=F0000005N2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF2.MX","+TASA F2","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF2.MX","Personas físicas","Mercado de Dinero MXN","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005N2","20/07/2005","Deuda","","Deuda PF - Espec. en papel gubernamental"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T81&SecurityToken=F000002T81%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF5.MX","+TASA F5","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF5.MX","Personas físicas","Mercado de Dinero MXN","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T81","16/12/2008","Deuda","","Deuda PF - Espec. en papel gubernamental"
"SPOT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W5DA&SecurityToken=F00000W5DA%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIUSDBM3.MX","+CIUSD BM-3","https://es-us.finanzas.yahoo.com/q/hp?s=CIUSDBM-3.MX","Personas morales","Mercado de Dinero USD","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W5DA","09/07/2015","-","","Dueda PF - Agresivo"
"BMV IPC Sustentable TR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000S7NC&SecurityToken=F00000S7NC%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE5.MX","+CIVRDE BE-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIVRDEBE-5.MX","No contribuyentes","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000S7NC","03/12/2013","Renta Variable","","Común - Agresivo"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W41&SecurityToken=F000001W41%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF3.MX","+TASA F3","https://es-us.finanzas.yahoo.com/q/hp?s=TASAF3.MX","Personas físicas","Mercado de Dinero MXN","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W41","14/02/2008","Deuda","","Deuda PF - Espec. en papel gubernamental"
"FTSE-PiP Cetes 364d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JP5Q&SecurityToken=F00000JP5Q%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBM5.MX","+CIPLUS BM-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBM-5.MX","Personas morales","Deuda Mediano Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JP5Q","17/08/2010","Deuda","","Dueda PF - Agresivo"
"FTSE-PiP Fondeo G 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MF&SecurityToken=F0000005MF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAM2.MX","+TASA M2","https://es-us.finanzas.yahoo.com/q/hp?s=TASAM2.MX","Personas morales","Mercado de Dinero MXN","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MF","01/07/2005","Deuda","","Deuda PF - Espec. en papel gubernamental"
"FTSE-PiP Cetes 364d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000459L&SecurityToken=F00000459L%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF7.MX","+CIPLUS BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF-7.MX","Personas físicas","Deuda Mediano Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000459L","01/09/2009","Deuda","","Dueda PF - Agresivo"
"S&P Valmer MEX CETES 364D","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JSBC&SecurityToken=F00000JSBC%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPF3.MX","+TASALP F3","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPF3.MX","Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JSBC","23/08/2010","Deuda","","Dueda PF - Agresivo"
"S&P Valmer MEX CETES 364D","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JSBB&SecurityToken=F00000JSBB%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPF2.MX","+TASALP F2","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPF2.MX","Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JSBB","23/08/2010","Deuda","","Dueda PF - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MV&SecurityToken=F00000Q6MV%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1M1.MX","+TASAA1 M1","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1M1.MX","Personas morales","Mixtos Agresivos","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MV","27/06/2013","Renta Variable","","Común - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MT&SecurityToken=F00000Q6MT%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1F2.MX","+TASAA1 F2","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1F2.MX","Personas físicas","Mixtos Agresivos","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MT","27/06/2013","Renta Variable","","Común - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MG&SecurityToken=F00000Q6MG%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASARVF3.MX","+TASARV F3","https://es-us.finanzas.yahoo.com/q/hp?s=TASARVF3.MX","Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MG","27/06/2013","Renta Variable","","Común - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VPQY&SecurityToken=F00000VPQY%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1A.MX","+TASAA1 A","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1A.MX","-","Mixtos Agresivos","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VPQY","27/06/2013","-","","Común - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MW&SecurityToken=F00000Q6MW%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1M2.MX","+TASAA1 M2","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1M2.MX","Personas morales","Mixtos Agresivos","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MW","27/06/2013","Renta Variable","","Común - Agresivo"
"S&P Valmer MEX CETES 364D","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JSBA&SecurityToken=F00000JSBA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPF1.MX","+TASALP F1","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPF1.MX","Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JSBA","23/08/2010","Deuda","","Dueda PF - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MS&SecurityToken=F00000Q6MS%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1F1.MX","+TASAA1 F1","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1F1.MX","Personas físicas","Mixtos Agresivos","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MS","27/06/2013","Renta Variable","","Común - Agresivo"
