"h_benchmark_fondos","j_link_cnbv","b_clas_cnbv","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","d_adquiriente","e_cat_cnbv","k_link_morningstar","g_fecha_inicio","f_cat_fondos"
"S&P Valmer MEX CETES 364D","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JSBD&SecurityToken=F00000JSBD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPM1.MX","+TASALP M1",,"Personas morales","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JSBD","23/08/2010","Deuda"
"S&P Valmer MEX CETES 364D","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JSBE&SecurityToken=F00000JSBE%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPM2.MX","+TASALP M2",,"Personas morales","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JSBE","23/08/2010","Deuda"
"S&P Valmer MEX CETES 364D","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JSBF&SecurityToken=F00000JSBF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPME1.MX","+TASALP ME1",,"No contribuyentes","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JSBF","23/08/2010","Deuda"
"S&P Valmer MEX CETES 364D","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JSBG&SecurityToken=F00000JSBG%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=TASALPME2.MX","+TASALP ME2",,"No contribuyentes","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JSBG","23/08/2010","Deuda"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q4RU&SecurityToken=F00000Q4RU%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=TASARVF1.MX","+TASARV F1",,"Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q4RU","27/06/2013","Renta Variable"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MF&SecurityToken=F00000Q6MF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=TASARVF2.MX","+TASARV F2",,"Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MF","27/06/2013","Renta Variable"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MG&SecurityToken=F00000Q6MG%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=TASARVF3.MX","+TASARV F3",,"Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MG","27/06/2013","Renta Variable"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MH&SecurityToken=F00000Q6MH%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=TASARVM1.MX","+TASARV M1",,"Personas morales","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MH","27/06/2013","Renta Variable"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MI&SecurityToken=F00000Q6MI%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=TASARVM2.MX","+TASARV M2",,"Personas morales","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MI","27/06/2013","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MMW3&SecurityToken=F00000MMW3%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BDM.MX","SURV20 BDM",,"Personas morales","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MMW3","21/06/2011","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000TU68&SecurityToken=F00000TU68%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BF1.MX","SURV20 BF1",,"Personas morales","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000TU68","19/06/2014","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MMW4&SecurityToken=F00000MMW4%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BF2.MX","SURV20 BF2",,"Personas físicas","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MMW4","21/06/2011","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MMW5&SecurityToken=F00000MMW5%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BFE.MX","SURV20 BFE",,"No contribuyentes","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MMW5","21/06/2011","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MMW6&SecurityToken=F00000MMW6%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BM.MX","SURV20 BM",,"Personas morales","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MMW6","21/06/2011","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MOKO&SecurityToken=F00000MOKO%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BOE1.MX","SURV20 BOE1",,"No contribuyentes","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MOKO","20/06/2011","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MMW7&SecurityToken=F00000MMW7%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BOE2.MX","SURV20 BOE2",,"No contribuyentes","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MMW7","21/06/2011","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MMW8&SecurityToken=F00000MMW8%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BOE3.MX","SURV20 BOE3",,"No contribuyentes","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MMW8","21/06/2011","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MMW9&SecurityToken=F00000MMW9%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BOE4.MX","SURV20 BOE4",,"No contribuyentes","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MMW9","21/06/2011","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MMWA&SecurityToken=F00000MMWA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BOE5.MX","SURV20 BOE5",,"No contribuyentes","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MMWA","21/06/2011","Renta Variable"
"16% Others, 18% BMV IRT, 15% FTSE-PiP Cetes 28d 24hrs, 6% FTSE-PiPG Fix 5Yrs 24hrs, 6% FTSE-PiPG Fix 10Yrs 24hrs, 16% FTSE-PiPG Real 10Yrs 24hrs, 18% MSCI All Country World (N), 5% Barclays US Agg Bond TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M9FP&SecurityToken=F00000M9FP%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV40BDE.MX","SURV40 BDE",,"No contribuyentes","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M9FP","08/03/2011","Renta Variable"
"16% Others, 18% BMV IRT, 15% FTSE-PiP Cetes 28d 24hrs, 6% FTSE-PiPG Fix 5Yrs 24hrs, 6% FTSE-PiPG Fix 10Yrs 24hrs, 16% FTSE-PiPG Real 10Yrs 24hrs, 18% MSCI All Country World (N), 5% Barclays US Agg Bond TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M9FQ&SecurityToken=F00000M9FQ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV40BDF.MX","SURV40 BDF",,"Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M9FQ","08/03/2011","Renta Variable"
"16% Others, 18% BMV IRT, 15% FTSE-PiP Cetes 28d 24hrs, 6% FTSE-PiPG Fix 5Yrs 24hrs, 6% FTSE-PiPG Fix 10Yrs 24hrs, 16% FTSE-PiPG Real 10Yrs 24hrs, 18% MSCI All Country World (N), 5% Barclays US Agg Bond TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M9FR&SecurityToken=F00000M9FR%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV40BDM.MX","SURV40 BDM",,"Personas morales","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M9FR","08/03/2011","Renta Variable"
"16% Others, 18% BMV IRT, 15% FTSE-PiP Cetes 28d 24hrs, 6% FTSE-PiPG Fix 5Yrs 24hrs, 6% FTSE-PiPG Fix 10Yrs 24hrs, 16% FTSE-PiPG Real 10Yrs 24hrs, 18% MSCI All Country World (N), 5% Barclays US Agg Bond TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PWS2&SecurityToken=F00000PWS2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV40BF1.MX","SURV40 BF1",,"Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PWS2","02/05/2013","Renta Variable"
"16% Others, 18% BMV IRT, 15% FTSE-PiP Cetes 28d 24hrs, 6% FTSE-PiPG Fix 5Yrs 24hrs, 6% FTSE-PiPG Fix 10Yrs 24hrs, 16% FTSE-PiPG Real 10Yrs 24hrs, 18% MSCI All Country World (N), 5% Barclays US Agg Bond TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M9FS&SecurityToken=F00000M9FS%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV40BF2.MX","SURV40 BF2",,"Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M9FS","08/03/2011","Renta Variable"
"16% Others, 18% BMV IRT, 15% FTSE-PiP Cetes 28d 24hrs, 6% FTSE-PiPG Fix 5Yrs 24hrs, 6% FTSE-PiPG Fix 10Yrs 24hrs, 16% FTSE-PiPG Real 10Yrs 24hrs, 18% MSCI All Country World (N), 5% Barclays US Agg Bond TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M9FT&SecurityToken=F00000M9FT%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV40BFE.MX","SURV40 BFE",,"No contribuyentes","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M9FT","08/03/2011","Renta Variable"
