"j_link_cnbv","i_benchmark_morningstar","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","k_link_morningstar","b_clas_cnbv","c_familia"
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W5D9&SecurityToken=F00000W5D9%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIUSDBF7.MX","+CIUSD BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIUSDBF-7.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W5D9","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T82&SecurityToken=F000002T82%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAM4.MX","+TASA M4","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T82","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001W44&SecurityToken=F000001W44%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAME1.MX","+TASA ME1","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001W44","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001ZG3&SecurityToken=F000001ZG3%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAME2.MX","+TASA ME2","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001ZG3","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T83&SecurityToken=F000002T83%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAME3.MX","+TASA ME3","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T83","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T84&SecurityToken=F000002T84%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAME4.MX","+TASA ME4","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T84","Deuda PF - Espec. en papel gubernamental",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VPQY&SecurityToken=F00000VPQY%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1A.MX","+TASAA1 A","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VPQY","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MS&SecurityToken=F00000Q6MS%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1F1.MX","+TASAA1 F1","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MS","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MT&SecurityToken=F00000Q6MT%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1F2.MX","+TASAA1 F2","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MT","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MU&SecurityToken=F00000Q6MU%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1F3.MX","+TASAA1 F3","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MU","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MV&SecurityToken=F00000Q6MV%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1M1.MX","+TASAA1 M1","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MV","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MW&SecurityToken=F00000Q6MW%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1M2.MX","+TASAA1 M2","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MW","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MX&SecurityToken=F00000Q6MX%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1ME1.MX","+TASAA1 ME1","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MX","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MY&SecurityToken=F00000Q6MY%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAA1ME2.MX","+TASAA1 ME2","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MY","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VPQZ&SecurityToken=F00000VPQZ%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAD1A.MX","+TASAD1 A","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VPQZ","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6ML&SecurityToken=F00000Q6ML%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAD1F1.MX","+TASAD1 F1","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6ML","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MM&SecurityToken=F00000Q6MM%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAD1F2.MX","+TASAD1 F2","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MM","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MN&SecurityToken=F00000Q6MN%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAD1F3.MX","+TASAD1 F3","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MN","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MO&SecurityToken=F00000Q6MO%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAD1M1.MX","+TASAD1 M1","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MO","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MP&SecurityToken=F00000Q6MP%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAD1M2.MX","+TASAD1 M2","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MP","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q6MQ&SecurityToken=F00000Q6MQ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAD1ME1.MX","+TASAD1 ME1","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q6MQ","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000000472&SecurityToken=F000000472%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAUSM2.MX","+TASAUS M2","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000000472","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T88&SecurityToken=F000002T88%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAUSM3.MX","+TASAUS M3","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T88","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000000475&SecurityToken=F000000475%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=TASAUSME.MX","+TASAUS ME","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000000475","Dueda PF - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005MM&SecurityToken=F0000005MM%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=ACCIPATB0B.MX","ACCIPAT B0-B","https://es-us.finanzas.yahoo.com/q/hp?s=ACCIPATB0-B.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005MM","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000044XD&SecurityToken=F0000044XD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=ACCIPATC0B.MX","ACCIPAT C0-B","https://es-us.finanzas.yahoo.com/q/hp?s=ACCIPATC0-B.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000044XD","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000044XE&SecurityToken=F0000044XE%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=ACCIPATM0B.MX","ACCIPAT M0-B","https://es-us.finanzas.yahoo.com/q/hp?s=ACCIPATM0-B.MX","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000044XE","Común - Agresivo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000QHOF&SecurityToken=F00000QHOF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=ACTCOMMB.MX","ACTCOMM B","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000QHOF","Común - Largo plazo",""
"http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q4RW&SecurityToken=F00000Q4RW%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=ACTCOMMFF.MX","ACTCOMM FF","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q4RW","Común - Largo plazo",""
